,line_text,speaker,temporada,episodio
391,"Yeah, well, if you leave we'll only have two left. Yes. Enjoy. Absolutely. Namaste. Ok, well since I am leading this, let's get down to business and why don't I just kind of introduce myself, OK? Um. I am Michael and I am part English, Irish, German and Scottish. Sort of a virtual United Nations. But what some of you might not know is that I am also part Native American Indian.",Michael,Season 1,1x2
393,Two fifteenths.,Michael,Season 1,1x2
395,"Well, you know what, it's kind of hard for me to talk about it. Their suffering. So who else? Let's get this popping. Come on. Who's going? Who's going? Let's go here. Oscar, right here. You're on.",Michael,Season 1,1x2
397,"Oh, yeah...",Michael,Season 1,1x2
399,Wow.,Michael,Season 1,1x2
401,"Wow. That is... That is a great story. That's the American Dream right there, right?",Michael,Season 1,1x2
403,"Um, let me ask you, is there a term besides Mexican that you prefer? Something less offensive?",Michael,Season 1,1x2
405,"Well, it has certain connotations.",Michael,Season 1,1x2
407,Like... I don't... I don't know.,Michael,Season 1,1x2
409,"No. Now, remember that honesty...",Michael,Season 1,1x2
411,"...empathy, respect... [Phone ringing] Jim! Jim!",Michael,Season 1,1x2
412,Hello? Hello?,Jim,Season 1,1x2
413,"I have something here. I want you to take a card. Put it on your fore... Don't look at the card. I want you to take the card and put it on your forehead and... Take a card, take a card, any card. Um... And I want you to treat other people like the race that is on their forehead. OK? So everybody has a different race. Nobody knows what their race is, so... I want you to really go for it, cause this is real. You know, this isn't just an exercise. This is real life. And... I have a dream that you will really let the sparks fly. Get 'er done.",Michael,Season 1,1x2
414,Why? Because Martin Luther King is a hero of mine. There's this great Chris Rock bit about how streets named after Martin Luther King tend to be more violent. I'm not going to do it but it's...,Michael,Season 1,1x2
415,Oh this is a good one.,Michael,Season 1,1x2
416,"Um, hi. How are you?",Pam,Season 1,1x2
418,Great.,Pam,Season 1,1x2
419,Push it.,Michael,Season 1,1x2
421,Thank you.,Pam,Season 1,1x2
422,Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.,Michael,Season 1,1x2
424,"No, that was inadvertent. We didn't actually plan that.",Michael,Season 1,1x2
425,"Lots of cultures eat rice, doesn't help me.",Dwight,Season 1,1x2
426,Um... Shalom. I'd like to apply for a loan.,Dwight,Season 1,1x2
427,"That's nice, Dwight.",Pam,Season 1,1x2
428,"OK, do me. Something stereotypical so I can get it really quick.",Dwight,Season 1,1x2
429,"OK, I like your food.",Pam,Season 1,1x2
430,"Outback steakhouse. [Australian accent] I'm Australian, mate!",Dwight,Season 1,1x2
431,"Pam, come on. 'I like your food.' Come on stir the pot. Stir the melting pot, Pam! Let's do it. Let's get ugly. Let's get real.",Michael,Season 1,1x2
432,"OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be  a very good driver.",Pam,Season 1,1x2
433,"Oh, man, am I a woman?",Dwight,Season 1,1x2
434,"You'll notice I didn't have anybody be an Arab. I thought that would be too explosive. No pun intended. But I just though. 'Too soon for Arabs.' Maybe next year. Um... You know, the ball's in their court.",Michael,Season 1,1x2
435,What are you watching?,Jim,Season 1,1x2
437,Really?,Jim,Season 1,1x2
439,No way. I think she likes this stuff.,Jim,Season 1,1x2
441,"Yeah, you know, she's engaged, but...",Jim,Season 1,1x2
443,"Oh, yeah. She's hot.",Jim,Season 1,1x2
452,OK. All right. No. It's good. You just need to push it. You need to go a little bit further. All right. OK.,Michael,Season 1,1x2
453,"[Voice raised, Indian accent] Kelly, how are you?",Michael,Season 1,1x2
455,"Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. [Lowering voice] Try my googi, googi. [High-pitched voice] Try my googi, googi. Try my... [slap!]",Michael,Season 1,1x2
456,"[trying not to cry] All right! All right! Yes! That was great, she gets it! Now she knows what it's like to be a minority.",Michael,Season 1,1x2
457,"[on the phone] Mr. Decker, we didn't lose your sale today, did we? Excellent. OK. Let me just get your... what's that? No, we didn't close last time. I just need your... Oh. W-What code were you given? Oh, OK. That's actually another salesman here. I can redo it if you want to do that. Oh, he gave you a discount? No, I don't blame you.",Jim,Season 1,1x2
458,"I just hated it when that guy was in here. Mr. Brown, if that was his real name. I mean, he had never met any of us before, and here he was telling us how to do our thing. I just wanted... I just wanted to do it our way. You know? On our own. Man I should have gotten some food.",Michael,Season 1,1x2
460,"Okay, Kevin. You can take that off that thing, OK? That would really, really have shown him up, wouldn't it? If I'd brought in some burritos or some colored greens. Or some pad Thai. I love pad Thai.",Michael,Season 1,1x2
462,What?,Michael,Season 1,1x2
464,"That doesn't really make sense. Because you don't call them collared people, that's offensive. Hmmm... OK, well, it's after five. So... Thank you very much. Buena vista Oscar. Thank you. Good job. Oh, my man. Thank you Brazil. Nice.",Michael,Season 1,1x2
465,"[Pam is asleep, resting her head on Jim's shoulder] Um... Hey.",Jim,Season 1,1x2
466,[stirs] Mmmm.,Pam,Season 1,1x2
467,Hey.,Jim,Season 1,1x2
468,Oh.,Pam,Season 1,1x2
469,We can go.,Jim,Season 1,1x2
470,Sorry.,Pam,Season 1,1x2
471,That's fine.,Jim,Season 1,1x2
472,Uh... Not a bad day.,Jim,Season 1,1x2
474,Yeah. I would like to see us erase 100 years of racism in an hour.,Michael,Season 1,1x2
476,"No, the country.",Michael,Season 1,1x2
478,"Yeah, more like a 1,000.",Michael,Season 1,1x2
480,"I am a salesman, okay. And I don't think we should be doing this during prime sales hours. If you can prove to me that diversity is going to help my sales, I'll go elephant running with James Earl Jones. I really will, but not on spec.",Dwight,Season 1,1x2
482,"I just think that HERO? It's cute, but it's... It's empty, you know? It's easy. Dwight, you know what, I came up with some terms of my own. Could you put these on the board? The first one is Inclusion, New Attitudes, Color-blind...",Michael,Season 1,1x2
484,Expectations....,Michael,Season 1,1x2
486,Thank you. Sharing...,Michael,Season 1,1x2
488,And tolerance.,Michael,Season 1,1x2
490,"Um, that spells incest.",Pam,Season 1,1x2
492,"Well, it's not ideal but you have to give me some credit 'cause I made it into a word.",Michael,Season 1,1x2
494,"I will give you a number of reasons why it is, actually. Okay, first, incest is bad. Racism is bad. No brainer, right? Two, incest. We're all a family, right? We're all brothers and sisters. Racial message? Um? Number three, and this is a fact. The states where they have a lot of racism are the states where they have a lot of incest. Okay? And finally...",Michael,Season 1,1x2
496,"No, no, no, no, wait. Final one, final one this is important. The more we can encourage interracial dating as a society the further away we get from incest, literally.",Michael,Season 1,1x2
497,"It would've been just as easy for him to spell insect. Of course, that wouldn't have made any sense either.",Pam,Season 1,1x2
502,"Okay. I'm sorry, I'm sorry this guy's a temp and I should've told you that.",Michael,Season 1,1x2
504,"Yeah, but no, seriously. Uh, you know, he's not a member of the full staff so, uh, Ryan you wanna just step outside?",Michael,Season 1,1x2
506,"Well, maybe you should go down to the parking lot. You know what. Yes, go down to the parking lot and check to se if any of our guests have parked in the handicapped spots. Cool? 'Cause the handicaps get a raw deal. Oh, you know what. That ties right into New Attitudes. New attitudes about handicap people. Very important.",Michael,Season 1,1x2
508,"Yeah, um, there's good things about Michael. He uh, uh... Yeah, definitely. Um...",Pam,Season 1,1x2
509,"In this way, I can truly be a hero. Signed, Daffy Duck.' [laughing] He's going to lose it when he reads that. Doh! Hogan! Not again, Hogan! Get Col. Burkhalter on the phone! [laughing] I'm kind of a Hogan around here. And kind of, Jan is kind of Col. Burkhalter, then Dwight is Schultz. But, it's... Oh, God. We have fun. We have fun. 'Cause he's gonna be pissed. [making voice] No doubt about it.",Michael,Season 1,1x2
510,What you doing?,Dwight,Season 1,1x2
511,Freecell.,Jim,Season 1,1x2
512,Solitaire is a one-player game. It can't have two players.,Dwight,Season 1,1x2
513,"Well, I mean.",Jim,Season 1,1x2
514,What's your win rate?,Dwight,Season 1,1x2
515,Seventy-six percent. What's yours?,Pam,Season 1,1x2
516,You're not allowed to play two-player. You need to start over.,Dwight,Season 1,1x2
517,You're doing fine.,Pam,Season 1,1x2
518,Are we going?  [Dwight puts four fingers in front of the camera to start a countdown] Don't do that. Just say action when we're ready.,Michael,Season 1,1x2
519,"Dunder Mifflin, Michael Scott, Diversity Tomorrow, take four. And action.",Dwight,Season 1,1x2
520,"[mumbling] Should I... turn, no. Do it again.",Michael,Season 1,1x2
521,"Diversity Tomorrow, take five. Action.",Dwight,Season 1,1x2
522,"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles... Damn it. Okay, sorry. Don't laugh; please don't laugh this time Dwight. You're... it's, it's bugging me. Let me give myself a countdown, ready? Three, two, one.",Michael,Season 1,1x2
523,Take six.,Dwight,Season 1,1x2
524,"Just let me do it! God! Three, two, one. Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton... Keep the camera steady please! People are gonna get sea sick watching this. Ready? Three, two, one.",Michael,Season 1,1x2
525,Action.,Dwight,Season 1,1x2
526,"Don't. Please don't say anything. [sighs] Oh, God.",Michael,Season 1,1x2
527,"And action... Lights, camera, action. Whenever you're ready.",Dwight,Season 1,1x2
528,"Could I count myself down please, Dwight. Three, two, one. Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, 'If you're a racist, I will attack you with the North.' And those are the principles that I carry with me in the workplace.",Michael,Season 1,1x2
529,Cut.,Dwight,Season 1,1x2
530,[wandering around the room during his diversity exercise] I want you to push it. I want you to push 'cause breakthroughs are right around the corner. Something's going to pop here. Something's going to pop between a party. Feel what it's like to be in someone else's skin. What does it feel like to be a different race? It feels pretty bad doesn't it. So let that come out.,Michael,Season 1,1x2
531,"Yeah, I marched on Washington back in the day. I went to the Washington Monument and the Lincoln Memorial, U.S. Mint, congressman talked to our class. It was pretty cool.",Michael,Season 1,1x2
532,Talk like you're talking to that race. I have a feeling that this could get kind of volatile. So keep it going. [camera shows Devon sitting outside with West Nile],Michael,Season 1,1x2
533,"Um, what's going on here?",Jim,Season 1,1x2
534,People treat us like the race on our forehead. And then we guess what race we are.,Pam,Season 1,1x2
535,"Ah, good. Good luck. Doing good. [goes to the index cards and writes another race down]",Jim,Season 1,1x2
536,"Oh, man, am I a woman?",Dwight,Season 1,1x2
537,"Yes, yes.",Jim,Season 1,1x2
538,God!,Dwight,Season 1,1x2
539,How embarrassing is it? That's not fair. Here...,Jim,Season 1,1x2
540,It's not fair.,Dwight,Season 1,1x2
541,Try this. [takes Dwight's 'Asian' race and switches it with the one he wrote],Jim,Season 1,1x2
542,Thank you. Thank you very much.,Dwight,Season 1,1x2
543,Go get 'em.,Jim,Season 1,1x2
544,"Good. [clears throat] So, am I a hunter gather culture?",Dwight,Season 1,1x2
545,No.,Pam,Season 1,1x2
546,Do I live near a harbor or an ocean?,Dwight,Season 1,1x2
547,No.,Pam,Season 1,1x2
548,"No, I'm an inland. Am I a mountainous?",Dwight,Season 1,1x2
549,No.,Pam,Season 1,1x2
550,Am I nomadic?,Dwight,Season 1,1x2
551,No.,Pam,Season 1,1x2
552,"Okay, okay, okay, okay. I think I got this. Um, I am treated in a foreign way with a great deal of prejudice. Am I one of those tribes in Africa? The piggies, or whatever?",Dwight,Season 1,1x2
553,No.,Pam,Season 1,1x2
554,"No. But I am, I am human, right? [Pam hesitates]",Dwight,Season 1,1x2
555,[Dwight's new race is 'Dwight'] I could be French.,Dwight,Season 1,1x2
556,"[takes his 'Dwight' race off his forehead] Damn it, Jim! That's not funny, Jim!",Dwight,Season 1,1x2
557,"Oh, okay. Here we go, breakthrough radar. What happened? What happened here?",Michael,Season 1,1x2
